loyalty_id,customer_id,loyalty_tier,points_balance,enrollment_date,account_status
L000539,C000648,Bronze,3,2025-08-01,Inactive
L000540,C009103,Bronze,7997,2026-02-04,Active
L000541,C008016,Gold,779,2026-01-18,Active
L000542,C003772,Platinum,6740,2024-11-29,Active
L000543,C009040,Gold,4612,2026-03-10,Active
L000544,C005083,Silver,3780,2025-02-16,Active
L000545,C007883,Silver,6612,2023-05-31,Active
L000546,C009363,Silver,2762,2024-11-03,Active
L000547,C004211,Platinum,6330,2022-11-20,Active
L000548,C008835,Bronze,2669,2022-09-01,Inactive
L000549,C008700,Platinum,788,2023-02-20,Active
L000550,C001796,Silver,7902,2026-04-22,Active
L000551,C002587,Platinum,4591,2023-02-25,Inactive
L000552,C008356,Gold,5308,2025-06-22,Inactive
L000553,C002317,Gold,8678,2023-02-25,Inactive
L000554,C004186,Platinum,8534,2026-02-11,Active
L000555,C008828,Bronze,1055,2026-01-11,Active
L000556,C007073,Bronze,6571,2025-11-29,Active
L000557,C005235,Platinum,7823,2026-04-16,Inactive
L000558,C008744,Gold,8740,2024-06-23,Inactive
L000559,C008671,Gold,5532,2023-12-24,Active
L000560,C004769,Gold,248,2026-06-30,Inactive
L000561,C009973,Bronze,2086,2024-02-19,Active
L000562,C007145,Silver,4182,2025-08-28,Active
L000563,C002914,Silver,449,2023-07-19,Active
L000564,C009872,Platinum,154,2025-06-22,Active
L000565,C009894,Bronze,5804,2024-11-24,Inactive
L000566,C002076,Gold,1551,2024-10-06,Active
L000567,C004303,Silver,7551,2024-11-23,Active
L000568,C005823,Gold,4884,2024-09-06,Active
L000569,C002150,Gold,4487,2025-03-15,Inactive
L000570,C000145,Silver,9834,2025-09-26,Inactive
L000571,C004964,Gold,3255,2026-01-20,Active
L000572,C008160,Platinum,946,2025-05-29,Active
L000573,C009031,Platinum,5576,2025-07-24,Active
L000574,C004776,Platinum,4531,2025-05-13,Inactive
L000575,C008934,Silver,9312,2025-12-01,Active
L000576,C007750,Bronze,4030,2026-02-05,Active
L000577,C009829,Bronze,1212,2026-05-02,Active
L000578,C009215,Bronze,4437,2025-10-17,Inactive
L000579,C006061,Platinum,1037,2024-08-24,Active
L000580,C009476,Platinum,729,2024-09-21,Active
L000581,C006410,Platinum,2217,2023-09-17,Active
L000582,C003318,Silver,8628,2024-07-12,Inactive
L000583,C007465,Silver,7697,2025-05-08,Active
L000584,C003062,Gold,9485,2025-10-27,Active
L000585,C001356,Platinum,3751,2026-03-02,Active
L000586,C004515,Gold,4260,2022-11-17,Active
L000587,C005506,Platinum,5204,2026-05-28,Active
L000588,C005251,Bronze,7088,2025-10-01,Active
L000589,C004512,Bronze,7420,2026-06-06,Inactive
L000590,C001731,Bronze,6612,2026-07-01,Active
L000591,C001759,Gold,8502,2026-03-05,Active
L000592,C006651,Bronze,6147,2026-06-15,Inactive
L000593,C006647,Platinum,8499,2025-06-23,Active
L000594,C009861,Gold,8225,2026-01-19,Inactive
L000595,C004140,Gold,8069,2023-09-01,Active
L000596,C009394,Silver,9347,2024-05-22,Inactive
L000597,C005124,Silver,5430,2023-01-22,Inactive
L000598,C000001,Gold,6733,2026-06-23,Active
L000599,C001865,Silver,8079,2025-12-20,Active
L000600,C000544,Platinum,6425,2026-04-24,Active
L000601,C000350,Gold,4694,2026-02-10,Inactive
L000602,C006907,Gold,8891,2026-06-15,Active
L000603,C009766,Bronze,9149,2025-08-30,Inactive
L000604,C002524,Bronze,4465,2024-05-26,Active
L000605,C003465,Gold,2124,2026-01-04,Active
L000606,C000458,Gold,8451,2023-04-07,Active
L000607,C003024,Gold,7234,2023-06-19,Inactive
L000608,C007262,Gold,8902,2026-05-17,Active
L000609,C009516,Bronze,3036,2025-09-04,Active
L000610,C007873,Silver,5142,2024-12-15,Active
L000611,C006626,Silver,946,2024-06-18,Active
L000612,C002535,Gold,6156,2024-06-17,Active
L000613,C000132,Platinum,1844,2024-12-12,Active
L000614,C003705,Silver,373,2026-03-23,Active
L000615,C001373,Bronze,1826,2026-05-22,Active
L000616,C006201,Gold,4421,2025-12-31,Inactive
L000617,C004857,Platinum,2333,2025-07-18,Inactive
L000618,C004713,Gold,44,2024-01-27,Active
L000619,C005545,Gold,5148,2024-07-17,Active
L000620,C001414,Bronze,6440,2026-04-22,Active
L000621,C004114,Gold,3356,2023-10-20,Inactive
L000622,C000656,Platinum,5207,2026-07-03,Active
L000623,C008138,Bronze,3310,2025-12-04,Active
L000624,C004099,Bronze,1378,2026-03-08,Active
L000625,C000593,Gold,1271,2025-08-15,Active
L000626,C008709,Gold,643,2025-09-29,Active
L000627,C003124,Bronze,9984,2026-05-27,Active
L000628,C003048,Bronze,3032,2025-03-11,Active
L000629,C003888,Bronze,9126,2025-02-17,Active
L000630,C005736,Platinum,582,2024-12-22,Inactive
L000631,C002185,Gold,6938,2026-06-03,Inactive
L000632,C002146,Silver,6595,2023-09-28,Inactive
L000633,C007048,Gold,5104,2025-10-11,Active
L000634,C003106,Silver,3497,2024-06-18,Inactive
L000635,C009234,Silver,5373,2025-10-11,Active
L000636,C009097,Platinum,826,2024-09-15,Active
L000637,C002770,Silver,5384,2023-07-09,Active
L000638,C005222,Silver,9147,2024-05-07,Active
L000639,C005834,Platinum,9806,2022-12-02,Inactive
L000640,C001733,Bronze,9786,2026-07-06,Active
L000641,C000266,Platinum,8613,2023-09-27,Inactive
L000642,C005145,Platinum,7441,2026-02-23,Active
L000643,C008268,Platinum,1981,2025-01-11,Active
L000644,C003938,Bronze,6909,2026-03-24,Active
L000645,C000762,Silver,3334,2026-05-25,Active
L000646,C007221,Gold,7349,2025-05-26,Active
L000647,C008440,Silver,2270,2023-02-06,Active
L000648,C003258,Bronze,3477,2026-04-14,Inactive
L000649,C004339,Silver,7441,2025-11-02,Active
L000650,C004363,Platinum,4104,2025-04-06,Active
L000651,C000317,Platinum,164,2025-11-23,Active
L000652,C008070,Silver,1742,2025-08-20,Inactive
L000653,C001852,Platinum,3649,2023-11-05,Active
L000654,C002485,Silver,639,2024-06-02,Active
L000655,C009874,Platinum,6868,2026-04-25,Active
L000656,C009575,Silver,8625,2026-03-22,Active
L000657,C001079,Gold,4008,2026-02-24,Active
L000658,C008359,Gold,143,2025-03-17,Inactive
L000659,C007334,Silver,6051,2026-03-25,Active
L000660,C001072,Bronze,2970,2026-01-23,Active
L000661,C000104,Gold,8550,2024-01-27,Active
L000662,C005749,Gold,1220,2026-01-20,Inactive
L000663,C001419,Gold,5505,2025-05-06,Active
L000664,C001659,Silver,281,2024-07-13,Active
L000665,C005285,Gold,4686,2026-06-07,Active
L000666,C001150,Bronze,3674,2026-05-25,Inactive
L000667,C007151,Silver,5200,2022-10-08,Inactive
L000668,C001569,Gold,4861,2026-07-05,Active
L000669,C001088,Bronze,9078,2025-11-30,Active
L000670,C006086,Bronze,2355,2025-04-07,Active
L000671,C008675,Silver,1244,2026-05-31,Active
L000672,C008342,Bronze,9494,2026-07-04,Active
L000673,C007812,Gold,6166,2024-06-26,Active
L000674,C006085,Silver,2154,2026-03-12,Inactive
L000675,C008774,Gold,9221,2024-11-06,Inactive
L000676,C008758,Gold,651,2023-05-12,Active
L000677,C001693,Silver,60,2024-11-22,Active
L000678,C004735,Silver,2042,2025-11-12,Active
L000679,C003388,Gold,3266,2026-04-12,Active
L000680,C003647,Bronze,1157,2026-05-31,Inactive
L000681,C001684,Bronze,1864,2026-06-16,Active
L000682,C000009,Platinum,181,2023-10-16,Active
L000683,C006063,Bronze,1822,2023-01-18,Inactive
L000684,C006517,Platinum,2000,2024-06-15,Active
L000685,C004124,Gold,5840,2026-01-16,Active
L000686,C008730,Bronze,6241,2023-07-09,Active
L000687,C006046,Bronze,824,2026-03-19,Active
L000688,C000568,Silver,2006,2025-10-17,Active
L000689,C009162,Silver,6671,2023-04-29,Inactive
L000690,C001804,Gold,449,2026-04-20,Active
L000691,C008502,Silver,6387,2026-05-24,Active
L000692,C004901,Platinum,6320,2024-01-15,Active
L000693,C001600,Gold,8123,2024-10-15,Active
L000694,C007932,Silver,7745,2024-01-21,Active
L000695,C009548,Platinum,3822,2025-09-19,Active
L000696,C002824,Platinum,1061,2025-05-10,Active
L000697,C005468,Silver,6939,2025-04-16,Active
L000698,C003530,Gold,2677,2026-03-03,Active
L000699,C008684,Silver,9714,2026-06-19,Active
L000700,C001156,Platinum,845,2026-02-24,Active
L000701,C006548,Gold,2218,2025-11-05,Active
L000702,C009089,Gold,6626,2024-12-07,Active
L000703,C007621,Platinum,1724,2026-03-10,Active
L000704,C008297,Platinum,9908,2025-08-04,Active
L000705,C004541,Gold,5977,2023-10-09,Active
L000706,C009135,Bronze,2458,2026-05-09,Active
L000707,C006483,Platinum,2435,2024-07-29,Active
L000708,C005827,Bronze,7081,2025-07-16,Inactive
L000709,C001191,Gold,4006,2023-12-15,Active
L000710,C007445,Gold,3689,2026-04-04,Active
L000711,C008521,Silver,162,2025-06-15,Active
L000712,C000961,Gold,8211,2025-09-17,Inactive
L000713,C007455,Silver,4814,2026-02-10,Active
L000714,C000037,Silver,4737,2025-03-16,Active
L000715,C007517,Silver,937,2026-01-27,Active
L000716,C007645,Platinum,1192,2026-06-11,Inactive
L000717,C004439,Silver,6514,2023-12-22,Active
L000718,C006162,Bronze,7415,2026-02-23,Active
L000719,C007745,Silver,8168,2026-06-23,Inactive
L000720,C009588,Silver,4297,2024-06-12,Inactive
L000721,C008120,Bronze,4463,2023-10-19,Active
L000722,C006968,Bronze,8730,2026-04-18,Active
L000723,C005719,Platinum,2039,2025-03-23,Active
L000724,C000578,Bronze,4696,2026-02-21,Inactive
L000725,C009834,Platinum,8882,2026-04-18,Active
L000726,C004103,Silver,6395,2026-04-08,Active
L000727,C007647,Platinum,4506,2025-08-17,Active
L000728,C004152,Gold,5410,2025-02-22,Inactive
L000729,C003131,Bronze,6473,2024-07-11,Active
L000730,C004891,Bronze,4331,2023-12-10,Inactive
L000731,C009976,Bronze,1514,2026-04-29,Active
L000732,C007472,Silver,1448,2024-01-30,Inactive
L000733,C001834,Gold,4453,2025-03-06,Active
L000734,C009149,Platinum,4754,2024-03-24,Inactive
L000735,C004892,Platinum,5832,2024-01-27,Inactive
L000736,C002288,Platinum,8055,2025-10-18,Inactive
L000737,C001331,Silver,83,2024-01-17,Inactive
L000738,C002772,Gold,9856,2025-03-27,Active
L000739,C003687,Silver,3366,2024-09-27,Active
L000740,C008284,Silver,6137,2025-10-08,Inactive
L000741,C005929,Silver,9706,2026-03-28,Active
L000742,C000638,Gold,9765,2023-06-26,Inactive
L000743,C000048,Gold,111,2025-10-11,Inactive
L000744,C002603,Silver,3810,2025-09-20,Inactive
L000745,C001966,Silver,2346,2025-10-25,Inactive
L000746,C002169,Bronze,210,2025-11-27,Active
L000747,C005050,Platinum,4612,2025-11-15,Active
L000748,C003335,Platinum,5396,2026-03-27,Inactive
L000749,C003020,Platinum,1662,2025-08-21,Active
L000750,C008765,Silver,5245,2025-11-13,Active
L000751,C009177,Silver,5576,2024-07-02,Active
L000752,C001361,Gold,9173,2025-11-09,Inactive
L000753,C005799,Silver,9986,2026-06-12,Active
L000754,C009401,Gold,221,2026-06-08,Active
L000755,C003252,Silver,6895,2022-12-18,Inactive
L000756,C006301,Silver,3133,2025-05-22,Active
L000757,C002252,Bronze,6892,2026-04-18,Inactive
L000758,C006028,Gold,6849,2025-07-12,Inactive
L000759,C001176,Silver,1058,2023-01-24,Active
L000760,C008800,Silver,296,2026-05-28,Active
L000761,C003280,Platinum,6029,2025-05-21,Active
L000762,C002974,Gold,3915,2026-04-11,Active
L000763,C003397,Gold,9966,2026-03-24,Inactive
L000764,C006940,Platinum,3720,2023-10-18,Active
L000765,C000966,Platinum,6193,2023-07-29,Active
L000766,C008575,Gold,5901,2026-02-27,Active
L000767,C000743,Silver,185,2025-05-05,Inactive
L000768,C007515,Bronze,750,2026-05-08,Active
L000769,C003315,Platinum,9067,2026-03-04,Inactive
L000770,C004899,Bronze,7396,2023-02-12,Active
L000771,C009341,Bronze,1669,2025-11-27,Active
L000772,C004673,Bronze,3676,2023-08-23,Active
L000773,C008619,Gold,662,2025-09-17,Inactive
L000774,C001218,Platinum,6769,2025-05-11,Inactive
L000775,C004398,Gold,5048,2024-05-27,Active
L000776,C006081,Gold,7415,2026-07-01,Inactive
L000777,C002615,Platinum,8021,2023-07-01,Inactive
L000778,C002621,Silver,2592,2026-06-28,Active
L000779,C008715,Silver,9265,2024-11-03,Inactive
L000780,C007283,Gold,696,2025-12-27,Active
L000781,C003380,Gold,2701,2026-02-01,Active
L000782,C007302,Bronze,5989,2026-05-31,Active
L000783,C009858,Gold,6327,2026-03-20,Inactive
L000784,C005606,Silver,8092,2026-06-15,Active
L000785,C009814,Gold,4249,2024-05-31,Active
L000786,C005787,Platinum,1460,2024-12-25,Active
L000787,C008519,Platinum,814,2026-02-18,Active
L000788,C006851,Bronze,8333,2022-06-29,Active
L000789,C001517,Gold,84,2022-10-27,Active
L000790,C005099,Gold,4979,2024-11-13,Inactive
L000791,C007637,Silver,1060,2026-06-10,Active
L000792,C009086,Gold,2852,2023-03-25,Active
L000793,C008024,Platinum,6597,2024-10-18,Active
L000794,C002393,Bronze,5267,2026-01-04,Active
L000795,C000587,Platinum,9946,2023-06-22,Active
L000796,C003520,Gold,8982,2023-09-12,Active
L000797,C007654,Gold,5817,2026-01-22,Active
L000798,C008947,Platinum,380,2025-10-04,Active
L000799,C000851,Bronze,7369,2024-08-25,Active
L000800,C000336,Gold,2804,2025-11-13,Inactive
L000801,C006635,Gold,4612,2026-01-23,Active
L000802,C008973,Bronze,5330,2023-01-24,Inactive
L000803,C007494,Gold,1330,2024-09-08,Inactive
L000804,C002869,Platinum,6649,2026-01-14,Active
L000805,C004873,Silver,3309,2022-11-04,Active
L000806,C003551,Platinum,1223,2025-09-14,Inactive
L000807,C003843,Silver,3068,2023-04-05,Active
L000808,C007263,Silver,4080,2026-04-17,Active
L000809,C005825,Bronze,5569,2026-04-16,Inactive
L000810,C000024,Gold,9306,2023-09-25,Inactive
L000811,C001454,Gold,1017,2024-05-02,Active
L000812,C001685,Bronze,186,2023-10-13,Inactive
L000813,C002311,Platinum,2565,2026-02-22,Inactive
L000814,C009064,Silver,3863,2025-02-14,Inactive
L000815,C009407,Platinum,5316,2023-06-27,Active
L000816,C000382,Platinum,4475,2026-03-23,Active
L000817,C005815,Platinum,2533,2026-02-19,Active
L000818,C005551,Platinum,8841,2026-04-21,Active
L000819,C009309,Platinum,5392,2026-06-09,Active
L000820,C001619,Platinum,6902,2024-07-22,Inactive
L000821,C000790,Gold,2919,2025-10-30,Active
L000822,C005984,Bronze,4104,2025-08-08,Active
L000823,C008673,Silver,3431,2025-09-29,Active
L000824,C004476,Bronze,5463,2026-06-20,Active
L000825,C005607,Bronze,8611,2025-02-14,Active
L000826,C009313,Gold,5674,2025-05-11,Active
L000827,C005649,Bronze,3680,2026-01-22,Active
L000828,C006217,Silver,6763,2024-10-12,Inactive
L000829,C002287,Gold,3278,2023-12-15,Inactive
L000830,C009994,Gold,166,2025-07-01,Active
L000831,C007579,Bronze,6610,2026-04-21,Active
L000832,C001184,Gold,8414,2026-01-06,Inactive
L000833,C006002,Platinum,6561,2025-03-23,Inactive
L000834,C005091,Silver,8690,2025-07-31,Active
L000835,C002517,Platinum,3960,2025-01-13,Active
L000836,C004123,Platinum,5975,2026-03-05,Active
L000837,C005522,Bronze,2884,2023-03-23,Active
L000838,C005628,Platinum,2058,2022-10-26,Active
L000839,C008361,Gold,5554,2024-12-10,Active
L000840,C005873,Bronze,5652,2026-04-18,Inactive
L000841,C008613,Gold,2444,2024-10-01,Inactive
L000842,C007728,Platinum,1699,2026-01-27,Inactive
L000843,C005969,Gold,7607,2025-03-28,Active
L000844,C001181,Platinum,968,2024-05-07,Inactive
L000845,C008763,Bronze,7130,2026-03-17,Active
L000846,C008236,Bronze,9209,2025-04-10,Inactive
L000847,C002819,Bronze,1691,2022-09-20,Active
L000848,C009965,Silver,595,2026-05-08,Active
L000849,C008704,Platinum,2994,2025-11-14,Active
L000850,C006609,Bronze,3673,2025-08-05,Inactive
L000851,C002821,Gold,3140,2026-03-02,Active
L000852,C007536,Silver,2337,2024-05-19,Inactive
L000853,C002261,Platinum,9933,2025-05-04,Active
L000854,C002240,Gold,5443,2022-12-04,Inactive
L000855,C006022,Bronze,5323,2026-01-08,Active
L000856,C000783,Platinum,9818,2024-09-28,Active
L000857,C000933,Bronze,3489,2026-03-26,Active
L000858,C006203,Silver,2489,2025-04-13,Inactive
L000859,C002413,Silver,4312,2025-05-07,Active
L000860,C006998,Platinum,2423,2023-01-20,Inactive
L000861,C009116,Silver,1230,2025-07-02,Inactive
L000862,C001157,Bronze,7139,2025-02-27,Inactive
L000863,C008108,Silver,4710,2026-05-06,Inactive
L000864,C005806,Bronze,3197,2025-11-24,Inactive
L000865,C004880,Bronze,9654,2023-04-20,Inactive
L000866,C003310,Silver,1833,2022-06-06,Active
L000867,C008962,Bronze,3958,2023-06-21,Inactive
L000868,C001703,Platinum,1472,2026-04-01,Active
L000869,C002493,Gold,1680,2025-12-26,Active
L000870,C003707,Platinum,8182,2024-03-09,Active
L000871,C008277,Gold,9917,2024-09-11,Inactive
L000872,C000287,Silver,7797,2025-06-28,Active
L000873,C001609,Bronze,5404,2026-03-07,Active
L000874,C006632,Bronze,3684,2026-05-24,Active
L000875,C008279,Bronze,3315,2025-12-10,Active
L000876,C007316,Silver,7438,2023-07-04,Active
L000877,C002253,Platinum,8340,2025-08-18,Active
L000878,C007416,Silver,2208,2026-06-03,Inactive
L000879,C008366,Gold,957,2024-03-08,Inactive
L000880,C001892,Silver,502,2024-09-03,Active
L000881,C005063,Gold,5867,2024-12-14,Active
L000882,C006121,Silver,2298,2025-08-01,Active
L000883,C000564,Silver,1459,2025-04-18,Active
L000884,C000292,Gold,4489,2023-06-30,Active
L000885,C004717,Silver,2978,2024-04-15,Active
L000886,C007709,Gold,7070,2023-04-08,Active
L000887,C006350,Gold,6643,2024-10-19,Active
L000888,C000170,Platinum,1126,2025-09-08,Active
L000889,C000268,Silver,9916,2023-11-29,Active
L000890,C004639,Silver,6447,2026-06-08,Active
L000891,C007078,Bronze,2158,2025-10-08,Active
L000892,C003356,Bronze,9443,2026-07-06,Active
L000893,C008280,Bronze,4262,2026-01-18,Active
L000894,C000316,Platinum,5236,2025-12-04,Active
L000895,C006729,Platinum,4562,2026-05-06,Active
L000896,C009496,Platinum,8079,2025-09-10,Inactive
L000897,C004068,Bronze,5846,2025-06-09,Inactive
L000898,C000246,Platinum,6717,2026-06-13,Active
L000899,C000253,Silver,5391,2024-06-15,Active
L000900,C001112,Bronze,7900,2023-08-21,Inactive
L000901,C004802,Platinum,7859,2025-09-28,Active
L000902,C001714,Platinum,7781,2025-05-06,Active
L000903,C000051,Platinum,2016,2025-03-07,Inactive
L000904,C001836,Bronze,3334,2025-10-05,Active
L000905,C007897,Gold,4682,2025-02-24,Active
L000906,C003384,Bronze,8061,2024-11-21,Active
L000907,C006411,Platinum,7344,2026-07-04,Active
L000908,C004314,Platinum,564,2024-09-08,Inactive
L000909,C000873,Silver,7729,2026-01-28,Active
L000910,C001255,Bronze,8304,2023-09-14,Active
L000911,C008882,Platinum,836,2026-06-22,Active
L000912,C005852,Platinum,3510,2025-04-08,Active
L000913,C005703,Gold,4135,2026-06-09,Active
L000914,C008104,Platinum,9549,2026-02-28,Inactive
L000915,C002099,Bronze,6552,2026-06-30,Active
L000916,C005129,Gold,1109,2023-12-23,Active
L000917,C000249,Platinum,5665,2026-06-15,Active
L000918,C006562,Bronze,5699,2025-01-15,Inactive
L000919,C001340,Gold,4160,2024-02-04,Active
L000920,C007018,Platinum,9509,2025-11-10,Inactive
L000921,C002111,Silver,1514,2025-11-30,Active
L000922,C001570,Silver,3798,2026-04-19,Active
L000923,C001727,Bronze,9075,2025-06-16,Active
L000924,C008385,Platinum,4683,2023-06-18,Inactive
L000925,C006941,Bronze,8267,2023-09-17,Active
L000926,C004396,Platinum,3640,2026-06-16,Active
L000927,C002421,Gold,952,2022-09-28,Active
L000928,C003046,Bronze,6208,2021-09-17,Active
L000929,C005504,Gold,4047,2026-03-24,Active
L000930,C003704,Gold,5488,2026-05-31,Active
L000931,C008192,Silver,6251,2025-07-12,Inactive
L000932,C005332,Bronze,8781,2025-09-12,Active
L000933,C009809,Bronze,5334,2025-01-17,Inactive
L000934,C000448,Bronze,9410,2026-06-29,Active
L000935,C007895,Platinum,4517,2023-07-31,Active
L000936,C008729,Platinum,1885,2026-04-22,Inactive
L000937,C007829,Bronze,262,2025-10-05,Active
L000938,C001769,Silver,3467,2024-05-05,Active
L000939,C006809,Bronze,955,2024-03-11,Active
L000940,C004705,Silver,7893,2024-10-24,Inactive
L000941,C003870,Platinum,9446,2026-02-11,Inactive
L000942,C001656,Bronze,7358,2026-07-04,Active
L000943,C003188,Bronze,1483,2023-05-13,Active
L000944,C000684,Silver,189,2025-01-25,Active
L000945,C004171,Platinum,1095,2024-11-01,Active
L000946,C004478,Bronze,2637,2026-06-23,Active
L000947,C000462,Platinum,6752,2023-07-13,Active
L000948,C005765,Silver,1649,2026-06-26,Inactive
L000949,C007523,Bronze,8608,2023-03-23,Active
L000950,C004503,Gold,7789,2025-08-20,Inactive
L000951,C009710,Gold,1091,2026-02-02,Inactive
L000952,C000319,Silver,2106,2026-06-12,Active
L000953,C001146,Silver,6519,2023-11-14,Inactive
L000954,C005095,Bronze,8203,2024-10-05,Active
L000955,C001394,Platinum,9661,2024-01-11,Inactive
L000956,C006624,Bronze,6712,2025-04-12,Inactive
L000957,C001502,Bronze,4740,2025-08-24,Active
L000958,C006409,Silver,3278,2024-04-21,Inactive
L000959,C000377,Gold,2542,2025-12-09,Inactive
L000960,C000411,Platinum,3911,2026-01-21,Active
L000961,C001661,Bronze,436,2026-02-11,Inactive
L000962,C003152,Platinum,9764,2026-04-17,Active
L000963,C001624,Silver,7935,2026-02-17,Active
L000964,C005610,Silver,1492,2025-09-02,Active
L000965,C008533,Bronze,8120,2025-01-14,Active
L000966,C005803,Bronze,9696,2024-12-21,Active
L000967,C005307,Platinum,9824,2025-05-12,Active
L000968,C007087,Gold,1677,2026-05-31,Inactive
L000969,C008898,Platinum,3653,2025-10-04,Active
